event_index,case_id,reward,completion_length,parse_success,parse_error,score,certificate_score,control_satisfied_resolution,unsafe_release,reward_components,result_class
560,CASE-D-006::variant-1,0.567595,2236,True,,0.4273,0.8875,0.0,False,"{'final_score': 0.4273, 'certificate_score': 0.8875, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.9339, 'institutional_loss_score': 0.9759, 'parse_success': 1.0, 'unsafe_release': 0.0}",incorrect_resolution
561,CASE-D-004::variant-0,0.91872,2672,True,,0.8322,1.0,1.0,False,"{'final_score': 0.8322, 'certificate_score': 1.0, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
562,CASE-D-004::variant-0,0.74931,2574,True,,0.79,1.0,0.0,False,"{'final_score': 0.79, 'certificate_score': 1.0, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.986, 'parse_success': 1.0, 'unsafe_release': 0.0}",correct_but_policy_incomplete
563,CASE-D-004::variant-0,0.928755,2679,True,,0.8545,1.0,1.0,False,"{'final_score': 0.8545, 'certificate_score': 1.0, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
564,CASE-D-004::variant-0,0.92862,2683,True,,0.8542,1.0,1.0,False,"{'final_score': 0.8542, 'certificate_score': 1.0, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
565,CASE-D-005::variant-0,0.451455,2023,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 2015 (char 2014)",0.2465,0.6975,0.0,False,"{'final_score': 0.2465, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8688, 'institutional_loss_score': 0.9805, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
566,CASE-D-005::variant-0,0.74931,2394,True,,0.79,1.0,0.0,False,"{'final_score': 0.79, 'certificate_score': 1.0, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.986, 'parse_success': 1.0, 'unsafe_release': 0.0}",correct_but_policy_incomplete
567,CASE-D-005::variant-0,0.93222,2711,True,,0.8622,1.0,1.0,False,"{'final_score': 0.8622, 'certificate_score': 1.0, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
568,CASE-D-005::variant-0,0.46735,2705,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 2111 (char 2110)",0.2809,0.6975,0.0,False,"{'final_score': 0.2809, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8688, 'institutional_loss_score': 0.9888, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
569,CASE-D-006::variant-0,0.58648,2380,True,,0.4702,0.8875,0.0,False,"{'final_score': 0.4702, 'certificate_score': 0.8875, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.9339, 'institutional_loss_score': 0.9675, 'parse_success': 1.0, 'unsafe_release': 0.0}",incorrect_resolution
570,CASE-D-006::variant-0,0.617095,2566,True,,0.5373,0.8875,0.0,False,"{'final_score': 0.5373, 'certificate_score': 0.8875, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.9339, 'institutional_loss_score': 0.9759, 'parse_success': 1.0, 'unsafe_release': 0.0}",incorrect_resolution
571,CASE-D-006::variant-0,0.44373,2039,True,,0.2336,0.6975,0.0,False,"{'final_score': 0.2336, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8465, 'institutional_loss_score': 0.9867, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
572,CASE-D-006::variant-0,0.444615,2193,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 307 (char 306)",0.2313,0.6975,0.0,False,"{'final_score': 0.2313, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8688, 'institutional_loss_score': 0.9805, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
573,CASE-C-003::variant-0,0.566385,2236,True,,0.3835,1.0,0.0,False,"{'final_score': 0.3835, 'certificate_score': 1.0, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.986, 'parse_success': 1.0, 'unsafe_release': 0.0}",correct_but_policy_incomplete
574,CASE-C-003::variant-0,0.28697,1699,True,,0.0186,0.36,0.0,False,"{'final_score': 0.0186, 'certificate_score': 0.36, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.7568, 'institutional_loss_score': 0.9784, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
575,CASE-C-003::variant-0,0.438615,2152,True,partial_json_recovery: Expecting ':' delimiter: line 1 column 1664 (char 1663),0.2186,0.6975,0.0,False,"{'final_score': 0.2186, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8618, 'institutional_loss_score': 0.9888, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
576,CASE-C-003::variant-0,0.436995,9824,True,partial_json_recovery: Expecting ':' delimiter: line 1 column 1727 (char 1726),0.215,0.6975,0.0,False,"{'final_score': 0.215, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8618, 'institutional_loss_score': 0.9888, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
577,CASE-A-001,0.36554,941,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 473 (char 472)",0.1578,0.56,0.0,False,"{'final_score': 0.1578, 'certificate_score': 0.56, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.6261, 'institutional_loss_score': 0.9584, 'parse_success': 1.0, 'unsafe_release': 0.0}",correct_but_policy_incomplete
578,CASE-A-001,0.36554,1563,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 1560 (char 1559)",0.1578,0.56,0.0,False,"{'final_score': 0.1578, 'certificate_score': 0.56, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.6261, 'institutional_loss_score': 0.9584, 'parse_success': 1.0, 'unsafe_release': 0.0}",correct_but_policy_incomplete
579,CASE-A-001,0.36554,3760,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 821 (char 820)",0.1578,0.56,0.0,False,"{'final_score': 0.1578, 'certificate_score': 0.56, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.6261, 'institutional_loss_score': 0.9584, 'parse_success': 1.0, 'unsafe_release': 0.0}",correct_but_policy_incomplete
580,CASE-A-001,0.36411,1228,True,,0.1573,0.56,0.0,False,"{'final_score': 0.1573, 'certificate_score': 0.56, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.6261, 'institutional_loss_score': 0.9343, 'parse_success': 1.0, 'unsafe_release': 0.0}",correct_but_policy_incomplete
581,CASE-D-004::variant-0,0.931365,2677,True,,0.8603,1.0,1.0,False,"{'final_score': 0.8603, 'certificate_score': 1.0, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
582,CASE-D-004::variant-0,0.92862,2677,True,,0.8542,1.0,1.0,False,"{'final_score': 0.8542, 'certificate_score': 1.0, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
583,CASE-D-004::variant-0,0.91872,2677,True,,0.8322,1.0,1.0,False,"{'final_score': 0.8322, 'certificate_score': 1.0, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
584,CASE-D-004::variant-0,0.92862,2677,True,,0.8542,1.0,1.0,False,"{'final_score': 0.8542, 'certificate_score': 1.0, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
585,CASE-D-002::variant-0,0.59725,2617,True,,0.4932,0.8875,0.0,False,"{'final_score': 0.4932, 'certificate_score': 0.8875, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.9339, 'institutional_loss_score': 0.9759, 'parse_success': 1.0, 'unsafe_release': 0.0}",incorrect_resolution
586,CASE-D-002::variant-0,0.59401,2615,True,,0.486,0.8875,0.0,False,"{'final_score': 0.486, 'certificate_score': 0.8875, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.9339, 'institutional_loss_score': 0.9759, 'parse_success': 1.0, 'unsafe_release': 0.0}",incorrect_resolution
587,CASE-D-002::variant-0,0.597205,2595,True,,0.4931,0.8875,0.0,False,"{'final_score': 0.4931, 'certificate_score': 0.8875, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.9339, 'institutional_loss_score': 0.9759, 'parse_success': 1.0, 'unsafe_release': 0.0}",incorrect_resolution
588,CASE-D-002::variant-0,0.59725,2617,True,,0.4932,0.8875,0.0,False,"{'final_score': 0.4932, 'certificate_score': 0.8875, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.9339, 'institutional_loss_score': 0.9759, 'parse_success': 1.0, 'unsafe_release': 0.0}",incorrect_resolution
589,CASE-D-002::variant-1,0.590725,2617,True,,0.4787,0.8875,0.0,False,"{'final_score': 0.4787, 'certificate_score': 0.8875, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.9339, 'institutional_loss_score': 0.9759, 'parse_success': 1.0, 'unsafe_release': 0.0}",incorrect_resolution
590,CASE-D-002::variant-1,0.590725,2617,True,,0.4787,0.8875,0.0,False,"{'final_score': 0.4787, 'certificate_score': 0.8875, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.9339, 'institutional_loss_score': 0.9759, 'parse_success': 1.0, 'unsafe_release': 0.0}",incorrect_resolution
591,CASE-D-002::variant-1,0.454255,3400,True,"partial_json_recovery: Expecting ',' delimiter: line 2 column 1 (char 3398)",0.2518,0.6975,0.0,False,"{'final_score': 0.2518, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8688, 'institutional_loss_score': 0.9888, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
592,CASE-D-002::variant-1,0.590725,2619,True,,0.4787,0.8875,0.0,False,"{'final_score': 0.4787, 'certificate_score': 0.8875, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.9339, 'institutional_loss_score': 0.9759, 'parse_success': 1.0, 'unsafe_release': 0.0}",incorrect_resolution
593,CASE-E-001::variant-1,0.358625,2620,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 2568 (char 2567)",0.0453,0.6975,0.0,False,"{'final_score': 0.0453, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8438, 'institutional_loss_score': 0.9847, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
594,CASE-E-001::variant-1,0.860015,3543,True,,0.7075,0.9838,1.0,False,"{'final_score': 0.7075, 'certificate_score': 0.9838, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9435, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
595,CASE-E-001::variant-1,0.837625,3538,True,,0.6603,0.9766,1.0,False,"{'final_score': 0.6603, 'certificate_score': 0.9766, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9428, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
596,CASE-E-001::variant-1,0.86157,3412,True,,0.7052,1.0,1.0,False,"{'final_score': 0.7052, 'certificate_score': 1.0, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
597,CASE-C-001,0.427905,3803,True,partial_json_recovery: Expecting ':' delimiter: line 1 column 2329 (char 2328),0.206,0.6975,0.0,False,"{'final_score': 0.206, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8145, 'institutional_loss_score': 0.9826, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
598,CASE-C-001,0.718515,2062,True,,0.3903,1.0,1.0,False,"{'final_score': 0.3903, 'certificate_score': 1.0, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9362, 'institutional_loss_score': 0.9852, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
599,CASE-C-001,0.736625,2391,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 2391 (char 2390)",0.4474,0.95,1.0,False,"{'final_score': 0.4474, 'certificate_score': 0.95, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9312, 'institutional_loss_score': 0.9935, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
600,CASE-C-001,0.77868,2193,True,,0.521,1.0,1.0,False,"{'final_score': 0.521, 'certificate_score': 1.0, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
601,CASE-B-005,0.777995,1269,True,,0.84,1.0,0.0,False,"{'final_score': 0.84, 'certificate_score': 1.0, 'control_satisfied_resolution': 0.0, 'institutional_utility': 1.0, 'institutional_loss_score': 0.9999, 'parse_success': 1.0, 'unsafe_release': 0.0}",correct_but_policy_incomplete
602,CASE-B-005,0.0325,6562,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 899 (char 898)",-0.15,0.0,0.0,False,"{'final_score': -0.15, 'certificate_score': 0.0, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.0, 'institutional_loss_score': 0.0, 'parse_success': 1.0, 'unsafe_release': 0.0}",
603,CASE-B-005,0.571,1781,True,,0.38,1.0,0.0,False,"{'final_score': 0.38, 'certificate_score': 1.0, 'control_satisfied_resolution': 0.0, 'institutional_utility': 1.0, 'institutional_loss_score': 1.0, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
604,CASE-B-005,0.777995,1269,True,,0.84,1.0,0.0,False,"{'final_score': 0.84, 'certificate_score': 1.0, 'control_satisfied_resolution': 0.0, 'institutional_utility': 1.0, 'institutional_loss_score': 0.9999, 'parse_success': 1.0, 'unsafe_release': 0.0}",correct_but_policy_incomplete
605,CASE-C-004,0.638415,1715,True,,0.6045,0.8375,0.0,False,"{'final_score': 0.6045, 'certificate_score': 0.8375, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.92, 'institutional_loss_score': 0.9753, 'parse_success': 1.0, 'unsafe_release': 0.0}",incorrect_resolution
606,CASE-C-004,0.56378,2476,True,partial_json_recovery: Expecting property name enclosed in double quotes: line 1 column 2388 (char 2387),0.4677,0.81,0.0,False,"{'final_score': 0.4677, 'certificate_score': 0.81, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8298, 'institutional_loss_score': 0.9767, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
607,CASE-C-004,0.545735,1857,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 1397 (char 1396)",0.4276,0.81,0.0,False,"{'final_score': 0.4276, 'certificate_score': 0.81, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8298, 'institutional_loss_score': 0.9767, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
608,CASE-C-004,0.45527,1412,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 521 (char 520)",0.3528,0.4725,0.0,False,"{'final_score': 0.3528, 'certificate_score': 0.4725, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.768, 'institutional_loss_score': 0.9767, 'parse_success': 1.0, 'unsafe_release': 0.0}",control_boundary_failed
609,CASE-D-006::variant-1,0.56764,2566,True,,0.4274,0.8875,0.0,False,"{'final_score': 0.4274, 'certificate_score': 0.8875, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.9339, 'institutional_loss_score': 0.9759, 'parse_success': 1.0, 'unsafe_release': 0.0}",incorrect_resolution
610,CASE-D-006::variant-1,0.56746,2254,True,,0.427,0.8875,0.0,False,"{'final_score': 0.427, 'certificate_score': 0.8875, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.9339, 'institutional_loss_score': 0.9759, 'parse_success': 1.0, 'unsafe_release': 0.0}",incorrect_resolution
611,CASE-D-006::variant-1,0.56746,2258,True,,0.427,0.8875,0.0,False,"{'final_score': 0.427, 'certificate_score': 0.8875, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.9339, 'institutional_loss_score': 0.9759, 'parse_success': 1.0, 'unsafe_release': 0.0}",incorrect_resolution
612,CASE-D-006::variant-1,0.56764,2256,True,,0.4274,0.8875,0.0,False,"{'final_score': 0.4274, 'certificate_score': 0.8875, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.9339, 'institutional_loss_score': 0.9759, 'parse_success': 1.0, 'unsafe_release': 0.0}",incorrect_resolution
613,CASE-E-001::variant-0,0.358625,3215,True,partial_json_recovery: Unterminated string starting at: line 1 column 3210 (char 3209),0.0453,0.6975,0.0,False,"{'final_score': 0.0453, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8438, 'institutional_loss_score': 0.9847, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
614,CASE-E-001::variant-0,0.358625,2893,True,partial_json_recovery: Expecting ':' delimiter: line 1 column 2069 (char 2068),0.0453,0.6975,0.0,False,"{'final_score': 0.0453, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8438, 'institutional_loss_score': 0.9847, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
615,CASE-E-001::variant-0,0.86157,3391,True,,0.7052,1.0,1.0,False,"{'final_score': 0.7052, 'certificate_score': 1.0, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
616,CASE-E-001::variant-0,0.853425,3416,True,,0.6871,1.0,1.0,False,"{'final_score': 0.6871, 'certificate_score': 1.0, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
617,CASE-D-005::variant-1,0.46419,2563,True,partial_json_recovery: Expecting value: line 1 column 1645 (char 1644),0.2748,0.6975,0.0,False,"{'final_score': 0.2748, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8688, 'institutional_loss_score': 0.9805, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
618,CASE-D-005::variant-1,0.320885,630,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 525 (char 524)",0.0949,0.36,0.0,False,"{'final_score': 0.0949, 'certificate_score': 0.36, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.7568, 'institutional_loss_score': 0.97, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
619,CASE-D-005::variant-1,0.724665,2683,True,,0.7343,1.0,0.0,False,"{'final_score': 0.7343, 'certificate_score': 1.0, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",correct_but_policy_incomplete
620,CASE-D-005::variant-1,0.74931,2370,True,,0.79,1.0,0.0,False,"{'final_score': 0.79, 'certificate_score': 1.0, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.986, 'parse_success': 1.0, 'unsafe_release': 0.0}",correct_but_policy_incomplete
621,CASE-C-002::variant-0,0.57295,2895,True,,0.4443,0.8732,0.0,False,"{'final_score': 0.4443, 'certificate_score': 0.8732, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.9324, 'institutional_loss_score': 0.9759, 'parse_success': 1.0, 'unsafe_release': 0.0}",incorrect_resolution
622,CASE-C-002::variant-0,0.504335,2300,True,partial_json_recovery: Expecting ':' delimiter: line 1 column 2215 (char 2214),0.3745,0.6975,0.0,False,"{'final_score': 0.3745, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8185, 'institutional_loss_score': 0.9867, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
623,CASE-C-002::variant-0,0.489575,2558,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 319 (char 318)",0.3417,0.6975,0.0,False,"{'final_score': 0.3417, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8185, 'institutional_loss_score': 0.9867, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
624,CASE-C-002::variant-0,0.513765,2708,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 544 (char 543)",0.3856,0.6975,0.0,False,"{'final_score': 0.3856, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8618, 'institutional_loss_score': 0.9888, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
625,CASE-D-004::variant-1,0.90549,2674,True,,0.8028,1.0,1.0,False,"{'final_score': 0.8028, 'certificate_score': 1.0, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
626,CASE-D-004::variant-1,0.91197,2676,True,,0.8172,1.0,1.0,False,"{'final_score': 0.8172, 'certificate_score': 1.0, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
627,CASE-D-004::variant-1,0.91197,2677,True,,0.8172,1.0,1.0,False,"{'final_score': 0.8172, 'certificate_score': 1.0, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
628,CASE-D-004::variant-1,0.91125,2677,True,,0.8156,1.0,1.0,False,"{'final_score': 0.8156, 'certificate_score': 1.0, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
629,CASE-C-003::variant-0,0.43214,1876,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 1555 (char 1554)",0.2094,0.6975,0.0,False,"{'final_score': 0.2094, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8395, 'institutional_loss_score': 0.9867, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
630,CASE-C-003::variant-0,0.42806,2076,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 1930 (char 1929)",0.205,0.6975,0.0,False,"{'final_score': 0.205, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8185, 'institutional_loss_score': 0.9867, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
631,CASE-C-003::variant-0,0.428465,2412,True,partial_json_recovery: Expecting ':' delimiter: line 1 column 2222 (char 2221),0.2059,0.6975,0.0,False,"{'final_score': 0.2059, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8185, 'institutional_loss_score': 0.9867, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
632,CASE-C-003::variant-0,0.428465,3082,True,partial_json_recovery: Expecting ':' delimiter: line 1 column 2082 (char 2081),0.2059,0.6975,0.0,False,"{'final_score': 0.2059, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8185, 'institutional_loss_score': 0.9867, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
633,CASE-E-002,0.848205,2975,True,,0.6755,1.0,1.0,False,"{'final_score': 0.6755, 'certificate_score': 1.0, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
634,CASE-E-002,0.35753,2816,True,partial_json_recovery: Expecting ':' delimiter: line 1 column 2790 (char 2789),0.0452,0.6975,0.0,False,"{'final_score': 0.0452, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8333, 'institutional_loss_score': 0.9847, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
635,CASE-E-002,0.870705,2930,True,,0.7255,1.0,1.0,False,"{'final_score': 0.7255, 'certificate_score': 1.0, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
636,CASE-E-002,0.864225,2917,True,,0.7111,1.0,1.0,False,"{'final_score': 0.7111, 'certificate_score': 1.0, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
637,CASE-D-003,0.923775,2641,True,,0.8435,1.0,1.0,False,"{'final_score': 0.8435, 'certificate_score': 1.0, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9938, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
638,CASE-D-003,0.921085,2385,True,,0.8384,1.0,1.0,False,"{'final_score': 0.8384, 'certificate_score': 1.0, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9451, 'institutional_loss_score': 0.9859, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
639,CASE-D-003,0.865045,2479,True,,0.7307,0.95,1.0,False,"{'final_score': 0.7307, 'certificate_score': 0.95, 'control_satisfied_resolution': 1.0, 'institutional_utility': 0.9401, 'institutional_loss_score': 0.9944, 'parse_success': 1.0, 'unsafe_release': 0.0}",valid_success
640,CASE-D-003,0.471755,3109,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 2054 (char 2053)",0.2967,0.6975,0.0,False,"{'final_score': 0.2967, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8438, 'institutional_loss_score': 0.9847, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
641,CASE-B-002,0.382655,5550,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 997 (char 996)",0.1041,0.6975,0.0,False,"{'final_score': 0.1041, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8185, 'institutional_loss_score': 0.9867, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
642,CASE-B-002,0.30255,3653,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 621 (char 620)",0.0523,0.36,0.0,False,"{'final_score': 0.0523, 'certificate_score': 0.36, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.7568, 'institutional_loss_score': 0.9867, 'parse_success': 1.0, 'unsafe_release': 0.0}",control_boundary_failed
643,CASE-B-002,0.385175,6297,True,"partial_json_recovery: Expecting ',' delimiter: line 1 column 866 (char 865)",0.1097,0.6975,0.0,False,"{'final_score': 0.1097, 'certificate_score': 0.6975, 'control_satisfied_resolution': 0.0, 'institutional_utility': 0.8185, 'institutional_loss_score': 0.9867, 'parse_success': 1.0, 'unsafe_release': 0.0}",falsifier_blocked
